name,description,WKT
"пер. Атсиз","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Атсиз</font></h2></th></tr><tr><th>Другие названия</th><td>Atsiz</td></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3400</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>ущ. Буюк – ущ. Давали</td></tr><tr><th>Координаты WGS84</th><td>40&deg;&nbsp;48'&nbsp;51.94'' N<br />41&deg;&nbsp;&nbsp;&nbsp;9'&nbsp;51.95'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>13677</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/13677'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.164430555556 40.814427777778 0)"
"пер. Ацгара Верхний","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Ацгара Верхний</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2726</td></tr><tr><th>Характер склонов</th><td>тр-ос</td></tr><tr><th>Соединяет</th><td>&quot;От оз. 2572 в д.р. Ацгара до оз. 2430 в д.р. Ацгара&quot;</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;36'&nbsp;56.56'' N<br />41&deg;&nbsp;&nbsp;&nbsp;2'&nbsp;21.81'' E</td></tr><tr><th>Описаний</th><td>7, в т.ч. 7 технических, 6 с фото</td></tr><tr><th>Номер</th><td>9506</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/9506'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.039390555556 43.615711111111 0)"
"пер. Ачхиштара","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Ачхиштара</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2800</td></tr><tr><th>Характер склонов</th><td>тр-ос</td></tr><tr><th>Соединяет</th><td>р.Гидам (р.Теберда) - р.Агачтара (р.Теберда)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;30'&nbsp;50.4'' N<br />41&deg;&nbsp;42'&nbsp;11.7'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>14681</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/14681'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.70325 43.514 0)"
"пер. Аюлю","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Аюлю</font></h2></th></tr><tr><th>Другие названия</th><td>Айюлю</td></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2874</td></tr><tr><th>Характер склонов</th><td>ос-сн</td></tr><tr><th>Соединяет</th><td>р.Дукка (р.Архыз) - р.Белая (р.Псыш)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;28'&nbsp;53.83'' N<br />41&deg;&nbsp;&nbsp;&nbsp;6'&nbsp;17.32'' E</td></tr><tr><th>Описаний</th><td>100, в т.ч. 92 технических, 70 с фото</td></tr><tr><th>Номер</th><td>3410</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3410'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.10481 43.48162 0)"
"пер. Бабочка","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Бабочка</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2586</td></tr><tr><th>Характер склонов</th><td>тр-ос</td></tr><tr><th>Соединяет</th><td></td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;38'&nbsp;42.06'' N<br />40&deg;&nbsp;56'&nbsp;37.14'' E</td></tr><tr><th>Описаний</th><td>5 технических,  с фото</td></tr><tr><th>Номер</th><td>14965</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/14965'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.94365 43.645016666667 0)"
"пер. Бадук-Хутый","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Бадук-Хутый</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3150</td></tr><tr><th>Характер склонов</th><td>сн-ос</td></tr><tr><th>Соединяет</th><td>лев.исток р.Хутый - пр.исток р.Бадук</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;22'&nbsp;&nbsp;&nbsp;8.44'' N<br />41&deg;&nbsp;34'&nbsp;26.68'' E</td></tr><tr><th>Описаний</th><td>2 технических,  с фото</td></tr><tr><th>Номер</th><td>229</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/229'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.574078333333 43.36901 0)"
"пер. Бакх","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Бакх</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2723</td></tr><tr><th>Характер склонов</th><td>тропа</td></tr><tr><th>Соединяет</th><td>ЛП р.Ингури - ПП р.Лайла (р.Хумпрери, р.Ингури)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;0'&nbsp;&nbsp;&nbsp;6.67'' N<br />42&deg;&nbsp;28'&nbsp;&nbsp;&nbsp;7.04'' E</td></tr><tr><th>Номер</th><td>12365</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/12365'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.468623 43.001853 0)"
"пер. Балк-Баши","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Балк-Баши</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3689</td></tr><tr><th>Характер склонов</th><td>ос</td></tr><tr><th>Соединяет</th><td>р.Битюктюбекол - р.Кызылкол (р.Малка)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;23'&nbsp;31.38'' N<br />42&deg;&nbsp;24'&nbsp;11.82'' E</td></tr><tr><th>Описаний</th><td>32, в т.ч. 31 техническое, 26 с фото</td></tr><tr><th>Номер</th><td>44</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/44'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.4032833333 43.39205 0)"
"пер. Балк-Баши Северный","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Балк-Баши Северный</font></h2></th></tr><tr><th>Категория сложности</th><td>1А*</td></tr><tr><th>Высота</th><td>3650</td></tr><tr><th>Характер склонов</th><td>ос-сн</td></tr><tr><th>Соединяет</th><td>Л.исток р.Чучхур (р.Худес) - р.Кызылкол (р.Малка)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;24'&nbsp;15.35'' N<br />42&deg;&nbsp;25'&nbsp;&nbsp;&nbsp;0.14'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>45</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/45'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.4167060807 43.40426308079999 0)"
"пер. Баритовый","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Баритовый</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2800</td></tr><tr><th>Характер склонов</th><td>ос</td></tr><tr><th>Соединяет</th><td>р.Кяфар Мал. (р.Кяфар-Агур, р.Кяфар) - р.Зеленчук Бол.</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;35'&nbsp;50.22'' N<br />41&deg;&nbsp;15'&nbsp;40.75'' E</td></tr><tr><th>Описаний</th><td>42, в т.ч. 40 технических, 28 с фото</td></tr><tr><th>Номер</th><td>7139</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/7139'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.26131833333299 43.597283333333 0)"
"пер. Басалахара","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Басалахара</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3427</td></tr><tr><th>Характер склонов</th><td>сн-ос</td></tr><tr><th>Соединяет</th><td>р.Дарца, плато Басалахара - р.Ейик, р.Бишиней, р.Рисор</td></tr><tr><th>Координаты WGS84</th><td>41&deg;&nbsp;59'&nbsp;&nbsp;&nbsp;5.89'' N<br />46&deg;&nbsp;48'&nbsp;43.85'' E</td></tr><tr><th>Описаний</th><td>1 с фото</td></tr><tr><th>Номер</th><td>2652</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2652'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (46.81218 41.98497 0)"
"пер. Басса","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Басса</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3057</td></tr><tr><th>Характер склонов</th><td>сн-ос</td></tr><tr><th>Соединяет</th><td>р.Ненскра - р.Накра</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;11'&nbsp;21.88'' N<br />42&deg;&nbsp;23'&nbsp;13.84'' E</td></tr><tr><th>Описаний</th><td>3, в т.ч. 3 технических, 1 с фото</td></tr><tr><th>Номер</th><td>3663</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3663'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.387177777778 43.189411111111 0)"
"пер. Бастылам","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Бастылам</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2257</td></tr><tr><th>Характер склонов</th><td>тр-ос-тропа</td></tr><tr><th>Соединяет</th><td>р.Гешичу (р.Аргун) - ущ.Омчу, р.Бастыхи (р.Аргун)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;47'&nbsp;50.64'' N<br />45&deg;&nbsp;12'&nbsp;19.11'' E</td></tr><tr><th>Номер</th><td>15138</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/15138'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (45.205307 42.7974 0)"
"пер. Бежагала + Махарочили (связка)","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Бежагала + Махарочили (связка)</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2810</td></tr><tr><th>Характер склонов</th><td>тр-ос</td></tr><tr><th>Соединяет</th><td>р.Андийское койсу, р.Тиссигая - р.Ангидарилих, р.Кила</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;28'&nbsp;&nbsp;&nbsp;8.94'' N<br />46&deg;&nbsp;12'&nbsp;&nbsp;&nbsp;3.24'' E</td></tr><tr><th>Номер</th><td>2588</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2588'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (46.20089999999999 42.46915 0)"
"пер. Бездельного","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Бездельного</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3180</td></tr><tr><th>Характер склонов</th><td>ос</td></tr><tr><th>Соединяет</th><td>р.Учкуланичи - р.Кичкинекол (р.Учкуланичи)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;22'&nbsp;33.48'' N<br />42&deg;&nbsp;&nbsp;&nbsp;4'&nbsp;&nbsp;&nbsp;5.28'' E</td></tr><tr><th>Описаний</th><td>7, в т.ч. 6 технических, 6 с фото</td></tr><tr><th>Номер</th><td>6471</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/6471'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.068133 43.375967 0)"
"пер. Безымянный","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Безымянный</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3200</td></tr><tr><th>Характер склонов</th><td>сн</td></tr><tr><th>Соединяет</th><td>лед.Центр.Цмиаком - лед.В.Цмиаком</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;44'&nbsp;33.11'' N<br />44&deg;&nbsp;&nbsp;&nbsp;5'&nbsp;20.9'' E</td></tr><tr><th>Описаний</th><td>5, в т.ч. 5 технических, 1 с фото</td></tr><tr><th>Номер</th><td>3945</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3945'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (44.08914 42.74253 0)"
"пер. Безымянный-1","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Безымянный-1</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2870</td></tr><tr><th>Характер склонов</th><td>тр-ос</td></tr><tr><th>Соединяет</th><td>р.Карасу (р.Псыш, р.Зеленчук Бол.) - средн.ЛП р.Белая (р.Псыш, р.Зеленчук Бол.)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;29'&nbsp;&nbsp;&nbsp;8.05'' N<br />41&deg;&nbsp;&nbsp;&nbsp;7'&nbsp;31.86'' E</td></tr><tr><th>Описаний</th><td>2, в т.ч. 2 технических, 1 с фото</td></tr><tr><th>Номер</th><td>12974</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/12974'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.125516666667 43.485569444444 0)"
